id,dt,income,details,other,db
1a5f7f12-d79d-11ec-a1bd-7ec7e3559253,2016-11-02,250.0,Th Burada 35,Mami,income
1a5f7f26-d79d-11ec-a1bd-7ec7e3559253,2016-11-03,50.0,2 Vile,Laur,income
1a5f7f44-d79d-11ec-a1bd-7ec7e3559253,2016-11-03,50.0,Ghiocel 26,Laur,income
1a5f7f58-d79d-11ec-a1bd-7ec7e3559253,2016-11-05,200.0,Ion Alexandrescu,Mami,income
1a5f7f76-d79d-11ec-a1bd-7ec7e3559253,2016-11-05,200.0,Duiliu Zamfirescu,Ionescu,income
1a5f7f8a-d79d-11ec-a1bd-7ec7e3559253,2016-11-09,0.0,Ap Ficu,Laur,income
1a5f7f9e-d79d-11ec-a1bd-7ec7e3559253,2016-11-18,250.0,"Ciocarlia de jos,trs 4pct",Alin,income
1a5f7fbc-d79d-11ec-a1bd-7ec7e3559253,2016-11-18,100.0,"2p Th Burada 35,pt gaz",Ionescu,income
1a5f7fd0-d79d-11ec-a1bd-7ec7e3559253,2016-11-18,200.0,Debarcader Palazu Mare,Ionescu,income
1a5f7fee-d79d-11ec-a1bd-7ec7e3559253,2016-11-19,250.0,Biserica Palazu Mare,Ionescu,income
1a5f8002-d79d-11ec-a1bd-7ec7e3559253,2016-11-19,200.0,Ciocarlia de sus casa,Ionescu,income
1a5f8016-d79d-11ec-a1bd-7ec7e3559253,2016-11-23,100.0,Ap Tomis Nord,Mami,income
1a5f8034-d79d-11ec-a1bd-7ec7e3559253,2016-11-24,250.0,"Valu,Str Kogalniceanu",Ionescu,income
1a5f8048-d79d-11ec-a1bd-7ec7e3559253,2016-12-03,100.0,Puncte GPS,Bogdan,income
1a5f8066-d79d-11ec-a1bd-7ec7e3559253,2016-12-03,100.0,Ap Unirii Bloc U3,Mami,income
1a5f807a-d79d-11ec-a1bd-7ec7e3559253,2016-12-07,100.0,Ap Badea Cartan,Mami,income
1a5f8098-d79d-11ec-a1bd-7ec7e3559253,2016-12-08,200.0,Eforie Nord Vila faleza,Ionescu,income
1a5f80ac-d79d-11ec-a1bd-7ec7e3559253,2016-12-09,200.0,Chioscuri Piata Ovidiu,Ionescu,income
1a5f80ca-d79d-11ec-a1bd-7ec7e3559253,2016-12-09,300.0,Galesu Manastire,Ionescu,income
1a5f80de-d79d-11ec-a1bd-7ec7e3559253,2016-12-10,200.0,"Palazu Mare,Str Midia 6",Ionescu,income
1a5f80fc-d79d-11ec-a1bd-7ec7e3559253,2016-12-10,300.0,Hanu Piratilor plan canalizare,Ionescu,income
1a5f8110-d79d-11ec-a1bd-7ec7e3559253,2016-12-11,300.0,Hotel Pescarus plan,Mami,income
1a5f8124-d79d-11ec-a1bd-7ec7e3559253,2016-12-12,100.0,"Secaianu 8,Cta",Laur,income
1a5f8142-d79d-11ec-a1bd-7ec7e3559253,2016-12-12,100.0,Agigea casa,Laur,income
1a5f8156-d79d-11ec-a1bd-7ec7e3559253,2016-12-16,300.0,Hanu Piratilor plan cotat vile,Ionescu,income
1a5f8174-d79d-11ec-a1bd-7ec7e3559253,2016-12-22,300.0,Hotel Olt plan cotat,Ionescu,income
1a5f8188-d79d-11ec-a1bd-7ec7e3559253,2017-01-18,150.0,Berarie Mamaia,Ionescu,income
1a5f81a6-d79d-11ec-a1bd-7ec7e3559253,2017-01-23,150.0,Posada 15A,Ionescu,income
1a5f81ba-d79d-11ec-a1bd-7ec7e3559253,2017-01-23,150.0,"Kirkulescu 11,Plan gaz",Ionescu,income
1a5f81d8-d79d-11ec-a1bd-7ec7e3559253,2017-01-27,200.0,"Plan gaz Bloc L12,Casa de cultura",Ionescu,income
1a5f81ec-d79d-11ec-a1bd-7ec7e3559253,2017-01-31,400.0,Plan cotat A915,Ionescu,income
1a5f8200-d79d-11ec-a1bd-7ec7e3559253,2017-02-01,200.0,Preot Techirghiol,Ionescu,income
1a5f821e-d79d-11ec-a1bd-7ec7e3559253,2017-02-01,100.0,Luptatori 3,Laur,income
1a5f8232-d79d-11ec-a1bd-7ec7e3559253,2017-02-09,300.0,"Bloc IV35 Ap 5,Eliberarii",Mami,income
1a5f8250-d79d-11ec-a1bd-7ec7e3559253,2017-02-11,100.0,Deranj Palazu Mare,Alin,income
1a5f8264-d79d-11ec-a1bd-7ec7e3559253,2017-02-13,300.0,Schitu Str Principala,Ionescu,income
1a5f8282-d79d-11ec-a1bd-7ec7e3559253,2017-02-15,200.0,Trasare Navodari 4 puncte,Alin,income
1a5f8296-d79d-11ec-a1bd-7ec7e3559253,2017-02-16,100.0,Ap Bloc AV26 ap 89,Mami,income
1a5f82b4-d79d-11ec-a1bd-7ec7e3559253,2017-02-16,200.0,Onesti 54,Alin,income
1a5f82c8-d79d-11ec-a1bd-7ec7e3559253,2017-02-17,100.0,Trasare Carrefour,Bogdan,income
1a5f82dc-d79d-11ec-a1bd-7ec7e3559253,2017-02-17,200.0,Lot Maritimo,Ionescu,income
1a5f82fa-d79d-11ec-a1bd-7ec7e3559253,2017-02-18,300.0,Bratislava 14,Coca,income
1a5f830e-d79d-11ec-a1bd-7ec7e3559253,2017-02-18,500.0,Bujorului 37,Mami,income
1a5f832c-d79d-11ec-a1bd-7ec7e3559253,2017-02-19,100.0,Ap Tomis Plus,Mami,income
1a5f8340-d79d-11ec-a1bd-7ec7e3559253,2017-02-24,200.0,Casa gara,Ionescu,income
1a5f835e-d79d-11ec-a1bd-7ec7e3559253,2017-03-01,100.0,Amzacea,Laur,income
1a5f8372-d79d-11ec-a1bd-7ec7e3559253,2017-03-02,200.0,Frunzelor 48A,Ionescu,income
1a5f8386-d79d-11ec-a1bd-7ec7e3559253,2017-03-02,300.0,Intrarea Gh Marinescu 11,Mami,income
1a5f83a4-d79d-11ec-a1bd-7ec7e3559253,2017-03-04,100.0,Ap TM1 Tulcei,Mami,income
1a5f83b8-d79d-11ec-a1bd-7ec7e3559253,2017-03-08,200.0,Oborului 11,Ionescu,income
1a5f83d6-d79d-11ec-a1bd-7ec7e3559253,2017-03-08,200.0,Str M14 Nr 28 Hanu Piratilor,Ionescu,income
1a5f83ea-d79d-11ec-a1bd-7ec7e3559253,2017-03-09,200.0,Strajerului 13A,Ionescu,income
1a5f83fe-d79d-11ec-a1bd-7ec7e3559253,2017-03-11,200.0,Soveja 38,Ionescu,income
1a5f841c-d79d-11ec-a1bd-7ec7e3559253,2017-03-11,200.0,Murelor 37,Ionescu,income
1a5f8430-d79d-11ec-a1bd-7ec7e3559253,2017-03-11,200.0,Amurgului 67bis,Ionescu,income
1a5f844e-d79d-11ec-a1bd-7ec7e3559253,2017-03-11,250.0,Rasaritului 45,Ionescu,income
1a5f8462-d79d-11ec-a1bd-7ec7e3559253,2017-03-20,300.0,Nicu Cocos,Ionescu,income
1a5f8480-d79d-11ec-a1bd-7ec7e3559253,2017-03-20,250.0,Trasare Simion,Alin,income
1a5f8494-d79d-11ec-a1bd-7ec7e3559253,2017-03-21,200.0,Independentei 18,Ionescu,income
1a5f84b2-d79d-11ec-a1bd-7ec7e3559253,2017-03-23,200.0,Alexandru Steflea gaz,Ionescu,income
1a5f84c6-d79d-11ec-a1bd-7ec7e3559253,2017-03-25,200.0,Mihai trasare sere,Alin,income
1a5f85ca-d79d-11ec-a1bd-7ec7e3559253,2017-03-25,300.0,Trasare A1080/15,Alin,income
1a5f85de-d79d-11ec-a1bd-7ec7e3559253,2017-03-29,200.0,"Str Bucuresti,Bloc L56,gaz",Ionescu,income
1a5f85fc-d79d-11ec-a1bd-7ec7e3559253,2017-03-29,200.0,Razboieni 12A,Ionescu,income
1a5f8610-d79d-11ec-a1bd-7ec7e3559253,2017-03-29,200.0,Biserica Tuzla,Ionescu,income
1a5f862e-d79d-11ec-a1bd-7ec7e3559253,2017-03-29,100.0,"Ap Tomis 307,Bloc 8B,Ap 77",Mami,income
1a5f8642-d79d-11ec-a1bd-7ec7e3559253,2017-03-30,300.0,Str C,Ionescu,income
1a5f8656-d79d-11ec-a1bd-7ec7e3559253,2017-04-04,200.0,Carrefour casa mare,Ionescu,income
1a5f8674-d79d-11ec-a1bd-7ec7e3559253,2017-04-04,200.0,"MFA2,Plan gaze",Ionescu,income
1a5f8688-d79d-11ec-a1bd-7ec7e3559253,2017-04-05,300.0,Avans kart Ovidiu,Ionescu,income
1a5f86a6-d79d-11ec-a1bd-7ec7e3559253,2017-04-10,700.0,Rest kart Ovidiu,Ionescu,income
1a5f86ba-d79d-11ec-a1bd-7ec7e3559253,2017-04-11,200.0,Ion Ratiu 103,Ionescu,income
1a5f86d8-d79d-11ec-a1bd-7ec7e3559253,2017-04-11,100.0,Soveja 38 in spate,Ionescu,income
1a5f86ec-d79d-11ec-a1bd-7ec7e3559253,2017-04-13,200.0,Bloc Lapusneanu gaz,Ionescu,income
1a5f8700-d79d-11ec-a1bd-7ec7e3559253,2017-04-13,300.0,Vila Ovidiu,Coca,income
1a5f871e-d79d-11ec-a1bd-7ec7e3559253,2017-04-22,300.0,Progresului 36,Ionescu,income
1a5f8732-d79d-11ec-a1bd-7ec7e3559253,2017-04-24,900.0,Closca Tulcea Plan cotat,Ionescu,income
1a5f8750-d79d-11ec-a1bd-7ec7e3559253,2017-04-25,300.0,Trasare Soseaua din vii 64A,Alin,income
1a5f876e-d79d-11ec-a1bd-7ec7e3559253,2017-04-25,300.0,Comarnic 74A,Biziru,income
1a5f8782-d79d-11ec-a1bd-7ec7e3559253,2017-04-25,150.0,Lazu Simion Barnutiu 39 IE.103145,Biziru,income
1a5f8796-d79d-11ec-a1bd-7ec7e3559253,2017-04-25,250.0,Trasare,Biziru,income
1a5f87b4-d79d-11ec-a1bd-7ec7e3559253,2017-04-25,50.0,Trasare un punct Hotel Amiral,Biziru,income
1a5f87c8-d79d-11ec-a1bd-7ec7e3559253,2017-04-27,300.0,Zorelelor 36A,Biziru,income
1a5f87e6-d79d-11ec-a1bd-7ec7e3559253,2017-04-27,500.0,Langa Maritimo plan cotat,Biziru,income
1a5f87fa-d79d-11ec-a1bd-7ec7e3559253,2017-04-28,200.0,Lumina tigani,Ionescu,income
1a5f8818-d79d-11ec-a1bd-7ec7e3559253,2017-04-28,200.0,1 Mai 51,Ionescu,income
1a5f882c-d79d-11ec-a1bd-7ec7e3559253,2017-05-03,250.0,Trasare A166,Biziru,income
1a5f8840-d79d-11ec-a1bd-7ec7e3559253,2017-05-03,200.0,Emil Racovita 9,Ionescu,income
1a5f885e-d79d-11ec-a1bd-7ec7e3559253,2017-05-04,250.0,Trasare A181 Techirghiol,Alin,income
1a5f8872-d79d-11ec-a1bd-7ec7e3559253,2017-05-04,200.0,Decebal 48,Ionescu,income
1a5f8890-d79d-11ec-a1bd-7ec7e3559253,2017-05-05,200.0,"Recoltei 10bis,Palazu Mare",Ionescu,income
1a5f88a4-d79d-11ec-a1bd-7ec7e3559253,2017-05-05,250.0,Poiana 8800mp,Ionescu,income
1a5f88c2-d79d-11ec-a1bd-7ec7e3559253,2017-05-06,100.0,Topraisar,Bogdan,income
1a5f88d6-d79d-11ec-a1bd-7ec7e3559253,2017-05-06,300.0,Trasare Mereni,Mami,income
1a5f88ea-d79d-11ec-a1bd-7ec7e3559253,2017-05-06,200.0,Trasare Cumpana,Alin,income
1a5f8908-d79d-11ec-a1bd-7ec7e3559253,2017-05-06,250.0,Trasare Lot Km5,Alin,income
1a5f891c-d79d-11ec-a1bd-7ec7e3559253,2017-05-06,250.0,Trasare Lot langa km5,Alin,income
1a5f893a-d79d-11ec-a1bd-7ec7e3559253,2017-05-09,1500.0,Avans RAEDPP,Biziru,income
1a5f894e-d79d-11ec-a1bd-7ec7e3559253,2017-05-10,200.0,Ion Ratiu 29,Ionescu,income
1a5f896c-d79d-11ec-a1bd-7ec7e3559253,2017-05-12,200.0,Palazu Mare vila mare neterminata,Ionescu,income
1a5f8980-d79d-11ec-a1bd-7ec7e3559253,2017-05-12,250.0,Hanu Piratilor lot plan cotat A166,Biziru,income
1a5f8994-d79d-11ec-a1bd-7ec7e3559253,2017-05-12,200.0,Dedeman lot gol plan cotat,Biziru,income
1a5f89b2-d79d-11ec-a1bd-7ec7e3559253,2017-05-14,100.0,Abdulagean ap,Alin,income
1a5f89c6-d79d-11ec-a1bd-7ec7e3559253,2017-05-15,50.0,Drum Mamaia hotel Pescarus,Alin,income
1a5f89e4-d79d-11ec-a1bd-7ec7e3559253,2017-05-16,200.0,Ileana Cosanzeana 9,Biziru,income
1a5f89f8-d79d-11ec-a1bd-7ec7e3559253,2017-05-16,200.0,Chiliei 50,Biziru,income
1a5f8a16-d79d-11ec-a1bd-7ec7e3559253,2017-05-16,250.0,Trasare Cumpana,Alin,income
1a5f8a2a-d79d-11ec-a1bd-7ec7e3559253,2017-05-16,250.0,Trasare Mamaia Nord 1/139,Alin,income
1a5f8a48-d79d-11ec-a1bd-7ec7e3559253,2017-05-18,50.0,Relevee Fantanele 59,Biziru,income
1a5f8a5c-d79d-11ec-a1bd-7ec7e3559253,2017-05-18,50.0,Rest plata 5 case RAEDPP,Biziru,income
1a5f8a70-d79d-11ec-a1bd-7ec7e3559253,2017-05-18,300.0,Plan insorire T13,Alin,income
1a5f8a8e-d79d-11ec-a1bd-7ec7e3559253,2017-05-22,200.0,Str Scolii 10,Ionescu,income
1a5f8aa2-d79d-11ec-a1bd-7ec7e3559253,2017-05-22,200.0,"Trasare Poiana,Albastros",Ionescu,income
1a5f8ac0-d79d-11ec-a1bd-7ec7e3559253,2017-05-22,250.0,Trasare Km5 casa+teren,Biziru,income
1a5f8ad4-d79d-11ec-a1bd-7ec7e3559253,2017-05-22,100.0,Trasare 2 puncte Mamaia,Biziru,income
1a5f8ae8-d79d-11ec-a1bd-7ec7e3559253,2017-05-23,700.0,Intersectii Navodari,Biziru,income
1a5f8b06-d79d-11ec-a1bd-7ec7e3559253,2017-05-24,200.0,Str Brandusei 23,Ionescu,income
1a5f8b1a-d79d-11ec-a1bd-7ec7e3559253,2017-06-01,350.0,Tomis 62,Biziru,income
1a5f8b38-d79d-11ec-a1bd-7ec7e3559253,2017-06-01,600.0,Str Dumbraveni PUD,Alin,income
1a5f8b4c-d79d-11ec-a1bd-7ec7e3559253,2017-06-07,200.0,Poiana 2700mp,Ionescu,income
1a5f8b6a-d79d-11ec-a1bd-7ec7e3559253,2017-06-08,1000.0,"Tomis 54,Rosetti 8,Mercur 10",Biziru,income
1a5f8b7e-d79d-11ec-a1bd-7ec7e3559253,2017-06-09,200.0,Avans antena Vodafone 2 Mai,Ionescu,income
1a5f8b92-d79d-11ec-a1bd-7ec7e3559253,2017-06-10,200.0,Sentinelei 5F,Ionescu,income
1a5f8bb0-d79d-11ec-a1bd-7ec7e3559253,2017-06-13,200.0,Trasare Str Kogalniceanu 23,Ionescu,income
1a5f8bc4-d79d-11ec-a1bd-7ec7e3559253,2017-06-13,200.0,Teren langa Bavaria,Ionescu,income
1a5f8be2-d79d-11ec-a1bd-7ec7e3559253,2017-06-14,300.0,Trasare Valu casa pe rotund Andrei Chivu arhitect,Biziru,income
1a5f8bf6-d79d-11ec-a1bd-7ec7e3559253,2017-06-14,150.0,Alex tractor teren masurat,Biziru,income
1a5f8c0a-d79d-11ec-a1bd-7ec7e3559253,2017-06-16,100.0,Razboieni 30,Bogdan,income
1a5f8d54-d79d-11ec-a1bd-7ec7e3559253,2017-06-17,400.0,Trasare Mamaia Sud,Biziru,income
1a5f8d68-d79d-11ec-a1bd-7ec7e3559253,2017-06-17,250.0,"Trasare Navodari,Str Tasaul",Biziru,income
1a5f8d86-d79d-11ec-a1bd-7ec7e3559253,2017-06-20,150.0,Tomis 56,Biziru,income
1a5f8d9a-d79d-11ec-a1bd-7ec7e3559253,2017-06-20,150.0,Movilita releveu Str Brandusei 2A,Biziru,income
1a5f8db8-d79d-11ec-a1bd-7ec7e3559253,2017-06-20,250.0,Gheorghe Sontu 14,Biziru,income
1a5f8dcc-d79d-11ec-a1bd-7ec7e3559253,2017-06-21,150.0,Trasare Cumpana,Biziru,income
1a5f8dfe-d79d-11ec-a1bd-7ec7e3559253,2017-06-21,200.0,Plan gaz Tomis 3,Ionescu,income
1a5f8e1c-d79d-11ec-a1bd-7ec7e3559253,2017-06-22,50.0,Mercur 18,Bogdan,income
1a5f8e3a-d79d-11ec-a1bd-7ec7e3559253,2017-06-22,150.0,"Estival,Mamaia",Biziru,income
